tasks,labels
"Weld, braze, or solder electrical connections.",19
"Verify and adjust alignments and dimensions of parts, using gauges and tracing lathes.",19
"Steam-clean polishing and buffing wheels to remove abrasives and bonding materials, and spray, brush, or recoat surfaces as necessary.",19
"Set machinery for proper performance, using computers.",19
"Test equipment for overheating, using speed gauges and thermometers.",19
"Reface, ream, and polish commutators and machine parts to specified tolerances, using machine tools.",19
Maintain stocks of parts.,19
"Cut and form insulation, and insert insulation into armature, rotor, or stator slots.",19
"Assemble electrical parts such as alternators, generators, starting devices, and switches, following schematic drawings and using hand, machine, and power tools.",19
Bolt porcelain insulators to wood parts to assemble hot stools.,19
"Solder, wrap, and coat wires to ensure proper insulation.",19
"Rewire electrical systems, and repair or replace electrical accessories.",19
"Clean cells, cell assemblies, glassware, leads, electrical connections, and battery poles, using scrapers, steam, water, emery cloths, power grinders, or acid.",19
"Rewind coils on cores in slots, or make replacement coils, using coil-winding machines.",19
"Test conditions, fluid levels, and specific gravities of electrolyte cells, using voltmeters, hydrometers, and thermometers.",19
Add water or acid to battery cell solutions to obtain specified concentrations.,19
Pour compounds into transformer-case terminal openings to seal out moisture.,19
"Remove and replace defective parts such as coil leads, carbon brushes, and wires, using soldering equipment.",19
Hammer out dents and twists in tools and equipment.,19
Drain and filter transformer oil and refill transformers with oil until coils are submerged.,19
"Seal joints with putty, mortar, and asbestos, using putty extruders and knives.",19
Repair and operate battery-charging equipment.,19
"Sharpen tools such as saws, picks, shovels, screwdrivers, and scoops, either manually or by using bench grinders and emery wheels.",19
"Inspect batteries for structural defects such as dented cans, damaged carbon rods and terminals, and defective seals.",19
"Test battery charges, and replace or recharge batteries as necessary.",19
"Position and level battery cells, anodes, or cathodes, using hoists or leveling jacks, or signal other workers to perform positioning and leveling.",19
"Clean, rinse, and dry transformer cases, using boiling water, scrapers, solvents, hoses, and cloths.",19
"Inspect and test electrical systems and equipment to locate and diagnose malfunctions, using visual inspections, testing devices, and computer software.",19
Reassemble and test equipment after repairs.,19
"Splice wires with knives or cutting pliers, and solder connections to fixtures, outlets, and equipment.",19
"Install new fuses, electrical cables, or power sources as required.",19
Locate and remove or repair circuit defects such as blown fuses or malfunctioning transistors.,19
"Adjust, repair, or replace defective wiring and relays in ignition, lighting, air-conditioning, and safety control systems, using electrician's tools.",19
Refer to schematics and manufacturers' specifications that show connections and provide instructions on how to locate problems.,19
Maintain equipment service records.,19
"Cut openings and drill holes for fixtures, outlet boxes, and fuse holders, using electric drills and routers.",19
"Measure, cut, and install frameworks and conduit to support and connect wiring, control panels, and junction boxes, using hand tools.",19
"Install electrical equipment such as air-conditioning, heating, or ignition systems and components such as generator brushes and commutators, using hand tools.",19
"Install fixtures, outlets, terminal boards, switches, and wall boxes, using hand tools.",19
"Repair or rebuild equipment such as starters, generators, distributors, or door controls, using electrician's tools.",19
Confer with customers to determine the nature of malfunctions.,19
Estimate costs of repairs based on parts and labor requirements.,19
"Test faulty equipment to diagnose malfunctions, using test equipment or software, and applying knowledge of the functional operation of electronic units and systems.",19
"Study blueprints, schematics, manuals, or other specifications to determine installation procedures.",19
"Repair or adjust equipment, machines, or defective components, replacing worn parts, such as gaskets or seals in watertight electrical equipment.",19
"Maintain equipment logs that record performance problems, repairs, calibrations, or tests.",19
"Inspect components of industrial equipment for accurate assembly and installation or for defects, such as loose connections or frayed wires.",19
"Perform scheduled preventive maintenance tasks, such as checking, cleaning, or repairing equipment, to detect and prevent problems.",19
Calibrate testing instruments and installed or repaired equipment to prescribed specifications.,19
Examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems.,19
Set up and test industrial equipment to ensure that it functions properly.,19
Operate equipment to demonstrate proper use or to analyze malfunctions.,19
Coordinate efforts with other workers involved in installing or maintaining equipment or components.,19
"Consult with customers, supervisors, or engineers to plan layout of equipment or to resolve problems in system operation or maintenance.",19
"Enter information into computer to copy program or to draw, modify, or store schematics, applying knowledge of software package used.",19
Maintain inventory of spare parts.,19
"Install repaired equipment in various settings, such as industrial or military establishments.",19
"Develop or modify industrial electronic devices, circuits, or equipment, according to available specifications.",19
Send defective units to the manufacturer or to a specialized repair shop for repair.,19
Determine feasibility of using standardized equipment or develop specifications for equipment required to perform additional functions.,19
"Advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",19
Sign overhaul documents for equipment replaced or repaired.,19
"Inspect and test equipment and circuits to identify malfunctions or defects, using wiring diagrams and testing devices such as ohmmeters, voltmeters, or ammeters.",19
"Prepare and maintain records detailing tests, repairs, and maintenance.",19
"Consult manuals, schematics, wiring diagrams, and engineering personnel to troubleshoot and solve equipment problems and to determine optimum equipment functioning.",19
"Analyze test data to diagnose malfunctions, to determine performance characteristics of systems, or to evaluate effects of system modifications.",19
"Open and close switches to isolate defective relays, performing adjustments or repairs.",19
Notify facility personnel of equipment shutdowns.,19
"Repair, replace, and clean equipment and components such as circuit breakers, brushes, and commutators.",19
"Run signal quality and connectivity tests for individual cables, and record results.",19
"Maintain inventories of spare parts for all equipment, requisitioning parts as necessary.",19
"Construct, test, maintain, and repair substation relay and control systems.",19
"Test insulators and bushings of equipment by inducing voltage across insulation, testing current, and calculating insulation loss.",19
Schedule and supervise the construction and testing of special devices and the implementation of unique monitoring or control systems.,19
Schedule and supervise splicing or termination of cables in color-code order.,19
"Test oil in circuit breakers and transformers for dielectric strength, refilling oil periodically.",19
"Disconnect voltage regulators, bolts, and screws, and connect replacement regulators to high-voltage lines.",19
Set forms and pour concrete footings for installation of heavy equipment.,19
"Install equipment and accessories, such as stereos, navigation equipment, communication equipment, and security systems.",19
"Inspect and test electrical or electronic systems to locate and diagnose malfunctions, using visual inspections and testing instruments, such as oscilloscopes and voltmeters.",19
"Cut openings and drill holes for fixtures and equipment, using electric drills and routers.",19
"Splice wires with knives or cutting pliers, and solder connections to fixtures and equipment.",19
"Diagnose or repair problems with electronic equipment, such as sound, navigation, communication, and security equipment, in motor vehicles.",19
Run new speaker and electrical cables.,19
Confer with customers to determine the nature of malfunctions.,19
"Remove seats, carpeting, and interiors of doors and add sound-absorbing material in empty spaces, reinstalling interior parts.",19
Record results of diagnostic tests.,19
Estimate costs of repairs based on parts and labor charges.,19
Replace and clean electrical or electronic components.,19
"Build fiberglass or wooden enclosures for sound components, and fit them to automobile dimensions.",19
"Disassemble entertainment equipment and repair or replace loose, worn, or defective components and wiring, using hand tools and soldering irons.",19
"Install, service, and repair electronic equipment or instruments such as televisions, radios, and videocassette recorders.",19
"Calibrate and test equipment, and locate circuit and component faults, using hand and power tools and measuring and testing instruments such as resistance meters and oscilloscopes.",19
Confer with customers to determine the nature of problems or to explain repairs.,19
"Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings.",19
Instruct customers on the safe and proper use of equipment.,19
Compute cost estimates for labor and materials.,19
"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",19
Keep records of work orders and test and maintenance reports.,19
"Make service calls to repair units in customers' homes, or return units to shops for major repairs.",19
"Position or mount speakers, and wire speakers to consoles.",19
"Install, maintain, or repair security systems, alarm devices, or related equipment, following blueprints of electrical layouts and building plans.",19
"Mount and fasten control panels, door and window contacts, sensors, or video cameras and attach electrical and telephone wiring to connect components.",19
"Demonstrate systems for customers and explain details, such as the causes and consequences of false alarms.",19
"Test and repair circuits and sensors, following wiring and system specifications.",19
"Feed cables through access holes, roof spaces, or cavity walls to reach fixture outlets, positioning and terminating cables, wires, or strapping.",19
"Examine systems to locate problems, such as loose connections or broken insulation.",19
"Test backup batteries, keypad programming, sirens, or other security features to ensure proper functioning or to diagnose malfunctions.",19
"Drill holes for wiring in wall studs, joists, ceilings, or floors.",19
"Inspect installation sites and study work orders, building plans, and installation manuals to determine materials requirements and installation procedures.",19
Consult with clients to assess risks and to determine security requirements.,19
"Mount raceways and conduits and fasten wires to wood framing, using staplers.",19
"Adjust sensitivity of units, based on room structures and manufacturers' recommendations, using programming keypads.",19
Keep informed of new products and developments.,19
Order replacement parts.,19
"Prepare documents, such as invoices or warranties.",19
Provide customers with cost estimates for equipment installation.,19
"Examine and inspect aircraft components, including landing gear, hydraulic systems, and deicers to locate cracks, breaks, leaks, or other problems.",19
Conduct routine and special inspections as required by regulations.,19
Inspect completed work to certify that maintenance meets standards and that aircraft are ready for operation.,19
"Read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components.",19
"Maintain repair logs, documenting all preventive and corrective aircraft maintenance.",19
"Modify aircraft structures, space vehicles, systems, or components, following drawings, schematics, charts, engineering orders, and technical publications.",19
Inspect airframes for wear or other defects.,19
"Measure parts for wear, using precision instruments.",19
Obtain fuel and oil samples and check them for contamination.,19
"Maintain, repair, and rebuild aircraft structures, functional components, and parts such as wings and fuselage, rigging, hydraulic units, oxygen systems, fuel systems, electrical systems, gaskets, and seals.",19
"Replace or repair worn, defective, or damaged components, using hand tools, gauges, and testing equipment.",19
Read and interpret pilots' descriptions of problems to diagnose causes.,19
"Test operation of engines and other systems, using test equipment such as ignition analyzers, compression checkers, distributor timers, and ammeters.",19
Measure the tension of control cables.,19
Spread plastic film over areas to be repaired to prevent damage to surrounding areas.,19
"Remove or install aircraft engines, using hoists or forklift trucks.",19
"Assemble and install electrical, plumbing, mechanical, hydraulic, and structural components and accessories, using hand or power tools.",19
"Locate and mark dimensions and reference lines on defective or replacement parts, using templates, scribes, compasses, and steel rules.",19
"Fabricate defective sections or parts, using metal fabricating machines, saws, brakes, shears, and grinders.",19
Reassemble engines following repair or inspection and reinstall engines in aircraft.,19
"Service and maintain aircraft and related apparatus by performing activities such as flushing crankcases, cleaning screens, and lubricating moving parts.",19
"Clean, refuel, and change oil in line service aircraft.",19
"Trim and shape replacement body sections to specified sizes and fits and secure sections in place, using adhesives, hand tools, and power tools.",19
Accompany aircraft on flights to make in-flight adjustments and corrections.,19
"Remove or cut out defective parts or drill holes to gain access to internal defects or damage, using drills and punches.",19
"Install and align repaired or replacement parts for subsequent riveting or welding, using clamps and wrenches.",19
"Inventory and requisition or order supplies, parts, materials, and equipment.",19
"Clean, strip, prime, and sand structural surfaces and materials to prepare them for bonding.",19
"Communicate with other workers to coordinate fitting and alignment of heavy parts, or to facilitate processing of repair parts.",19
"Examine engines through specially designed openings while working from ladders or scaffolds, or use hoists or lifts to remove the entire engine from an aircraft.",19
"Check for corrosion, distortion, and invisible cracks in the fuselage, wings, and tail, using x-ray and magnetic inspection equipment.",19
"Disassemble engines and inspect parts, such as turbine blades and cylinders, for corrosion, wear, warping, cracks, and leaks, using precision measuring instruments, x-rays, and magnetic inspection equipment.",19
"Cure bonded structures, using portable or stationary curing equipment.",19
Listen to operating engines to detect and diagnose malfunctions such as sticking or burned valves.,19
"Clean engines, sediment bulk and screens, and carburetors, adjusting carburetor float levels.",19
Determine repair limits for engine hot section parts.,19
"Remove, inspect, repair, and install in-flight refueling stores and external fuel tanks.",19
Prepare and paint aircraft surfaces.,19
Follow supervisors' instructions as to which parts to restore or replace and how much time the job should take.,19
"Review damage reports, prepare or review repair cost estimates, and plan work to be performed.",19
"Sand body areas to be painted and cover bumpers, windows, and trim with masking tape or paper to protect them from the paint.",19
"Fit and weld replacement parts into place, using wrenches and welding equipment, and grind down welds to smooth them, using power grinders and other tools.",19
"Prime and paint repaired surfaces, using paint sprayguns and motorized sanders.",19
"Remove damaged sections of vehicles using metal-cutting guns, air grinders and wrenches, and install replacement parts using wrenches or welding equipment.",19
Chain or clamp frames and sections to alignment machines that use hydraulic pressure to align damaged components.,19
Fill small dents that cannot be worked out with plastic or solder.,19
"File, grind, sand, and smooth filled or repaired surfaces, using power tools and hand tools.",19
"Remove upholstery, accessories, electrical window-and-seat-operating equipment, and trim to gain access to vehicle bodies and fenders.",19
"Position dolly blocks against surfaces of dented areas and beat opposite surfaces to remove dents, using hammers.",19
Mix polyester resins and hardeners to be used in restoring damaged areas.,19
"Adjust or align headlights, wheels, and brake systems.",19
Cut and tape plastic separating film to outside repair areas to avoid damaging surrounding surfaces during repair procedure and remove tape and wash surfaces after repairs are complete.,19
"Remove small pits and dimples in body metal, using pick hammers and punches.",19
"Fit and secure windows, vinyl roofs, and metal trim to vehicle bodies, using caulking guns, adhesive brushes, and mallets.",19
"Remove damaged panels, and identify the family and properties of the plastic used on a vehicle.",19
"Clean work areas, using air hoses, to remove damaged material and discarded fiberglass strips used in repair procedures.",19
"Apply heat to plastic panels, using hot-air welding guns or immersion in hot water, and press the softened panels back into shape by hand.",19
"Inspect repaired vehicles for proper functioning, completion of work, dimensional accuracy, and overall appearance of paint job, and test drive vehicles to ensure proper alignment and handling.",19
Read specifications or confer with customers to determine the desired custom modifications for altering the appearance of vehicles.,19
"Measure and mark vinyl material and cut material to size for roof installation, using rules, straightedges, and hand shears.",19
Replace damaged glass on vehicles.,19
Soak fiberglass matting in resin mixtures and apply layers of matting over repair areas to specified thicknesses.,19
"Cut openings in vehicle bodies for the installation of customized windows, using templates and power shears or chisels.",19
Prime all scratches on pinchwelds with primer and allow to dry.,19
"Remove all dirt, foreign matter, and loose glass from damaged areas, apply primer along windshield or window edges, and allow primer to dry.",19
"Allow all glass parts installed with urethane ample time to cure, taking temperature and humidity into account.",19
Apply a bead of urethane around the perimeter of each pinchweld and dress the remaining urethane on the pinchwelds so that it is of uniform level and thickness.,19
"Select appropriate tools, safety equipment, and parts, according to job requirements.",19
Install replacement glass in vehicles.,19
Obtain windshields or windows for specific automobile makes and models from stock and examine them for defects prior to installation.,19
Check for and remove moisture or contamination in damaged areas and keep areas dry until repairs are complete.,19
"Replace all moldings, clips, windshield wipers, or other parts that were removed prior to glass replacement or repair.",19
"Remove broken or damaged glass windshields or window glass from motor vehicles, using hand tools to remove screws from frames holding glass.",19
"Remove moldings, clips, windshield wipers, screws, bolts, and inside A-pillar moldings and lower headliners in preparation for installation or repair work.",19
"Install, repair, or replace safety glass and related materials, such as back glass heating elements, on vehicles or equipment.",19
Cool or warm glass in the event of temperature extremes.,19
Replace or adjust motorized or manual window-raising mechanisms.,19
"Install new foam dams on pinchwelds, if required.",19
Install rubber channeling strips around edges of glass or frames to weatherproof windows or to prevent rattling.,19
Hold cut or uneven edges of glass against automated abrasive belts to shape or smooth edges.,19
Cut flat safety glass according to specified patterns or perform precision pattern making and glass cutting to custom fit replacement windows.,19
"Test drive vehicles and test components and systems, using equipment such as infrared engine analyzers, compression gauges, and computerized diagnostic devices.",19
Examine vehicles to determine extent of damage or malfunctions.,19
"Repair, reline, replace, and adjust brakes.",19
"Follow checklists to ensure all important parts are examined, including belts, hoses, steering systems, spark plugs, brake and fuel systems, wheel bearings, and other potentially troublesome areas.",19
Confer with customers to obtain descriptions of vehicle problems and to discuss work to be performed and future repair requirements.,19
"Perform routine and scheduled maintenance services, such as oil changes, lubrications, and tune-ups.",19
"Repair and service air conditioning, heating, engine cooling, and electrical systems.",19
Test and adjust repaired systems to meet manufacturers' performance specifications.,19
Review work orders and discuss work with supervisors.,19
"Tear down, repair, and rebuild faulty assemblies, such as power systems, steering systems, and linkages.",19
"Plan work procedures, using charts, technical manuals, and experience.",19
"Disassemble units and inspect parts for wear, using micrometers, calipers, and gauges.",19
"Repair or replace parts such as pistons, rods, gears, valves, and bearings.",19
"Rewire ignition systems, lights, and instrument panels.",19
Repair manual and automatic transmissions.,19
"Install and repair accessories, such as radios, heaters, mirrors, and windshield wipers.",19
Maintain cleanliness of work area.,19
Repair or replace shock absorbers.,19
Replace and adjust headlights.,19
"Overhaul or replace carburetors, blowers, generators, distributors, starters, and pumps.",19
Repair radiator leaks.,19
Align vehicles' front ends.,19
"Rebuild parts, such as crankshafts and cylinder blocks.",19
Repair damaged automobile bodies.,19
Inspect vehicles for damage and record findings so that necessary repairs can be made.,19
Estimate costs of vehicle repair.,19
"Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment.",19
"Repair, overhaul, or adjust automobile brake systems.",19
Test electronic computer components in automobiles to ensure proper operation.,19
"Repair or replace defective ball joint suspensions, brake shoes, or wheel bearings.",19
"Align wheels, axles, frames, torsion bars, and steering mechanisms of automobiles, using special alignment equipment and wheel-balancing machines.",19
Tune automobile engines to ensure proper and efficient functioning.,19
"Repair, replace, or adjust defective fuel injectors, carburetor parts, and gasoline filters.",19
"Rebuild, repair, or test automotive fuel injection units.",19
"Change spark plugs, fuel filters, air filters, and batteries in hybrid electric vehicles.",19
"Install or repair air conditioners and service components, such as compressors, condensers, and controls.",19
"Install, adjust, or repair hydraulic or electromagnetic automatic lift mechanisms used to raise and lower automobile windows, seats, and tops.",19
Repair or rebuild clutch systems.,19
Repair or replace automobile leaf springs.,19
Replace defective mufflers and tailpipes.,19
"Conduct visual inspections of compressed natural gas fuel systems to identify cracks, gouges, abrasions, discoloration, broken fibers, loose brackets, damaged gaskets, or other problems.",19
"Diagnose and replace or repair engine management systems or related sensors for flexible fuel vehicles (FFVs) with ignition timing, fuel rate, alcohol concentration, or air-to-fuel ratio malfunctions.",19
"Replace hydraulically assisted systems with electric-powered systems, such as power steering pumps or air conditioning compressors, to improve fuel economy.",19
"Service or repair butane gas, ethanol, methane, or other alternative or biofuel systems.",19
Service internal combustion engine systems for hybrid electric vehicles.,19
Diagnose and repair regenerative braking systems or hydraulic systems in hybrid vehicles.,19
"Service biodiesel fuel tanks for algae or sludge accumulation by cleaning, changing filters, or adding algaecides.",19
"Convert vehicle fuel systems from gasoline to butane gas, ethanol, methane, or other alternative or biofuel systems.",19
"Inspect propane or natural gas high-pressure tanks, piping, or pressure regulators.",19
"Retrofit vehicle fuel systems with aftermarket products, such as vapor transfer devices, evaporation control devices, swirlers, lean burn devices, or friction reduction devices, to enhance combustion and fuel efficiency.",19
"Inspect brake systems, steering mechanisms, wheel bearings, and other important parts to ensure that they are in proper operating condition.",19
"Use handtools such as screwdrivers, pliers, wrenches, pressure gauges, and precision instruments, as well as power tools such as pneumatic wrenches, lathes, welding equipment, and jacks and hoists.",19
"Adjust and reline brakes, align wheels, tighten bolts and screws, and reassemble equipment.",19
"Examine and adjust protective guards, loose bolts, and specified safety devices.",19
"Perform routine maintenance such as changing oil, checking batteries, and lubricating equipment and machinery.",19
Test drive trucks and buses to diagnose malfunctions or to ensure that they are working properly.,19
"Raise trucks, buses, and heavy parts or equipment using hydraulic jacks or hoists.",19
"Attach test instruments to equipment, and read dials and gauges to diagnose malfunctions.",19
Rebuild gas or diesel engines.,19
Inspect and verify dimensions and clearances of parts to ensure conformance to factory specifications.,19
"Inspect, test, and listen to defective equipment to diagnose malfunctions, using test instruments such as handheld computers, motor analyzers, chassis charts, and pressure gauges.",19
"Recondition and replace parts, pistons, bearings, gears, and valves.",19
"Rewire ignition systems, lights, and instrument panels.",19
"Specialize in repairing and maintaining parts of the engine, such as fuel injection systems.",19
Align front ends and suspension systems.,19
"Inspect, repair, and maintain automotive and mechanical equipment and machinery such as pumps and compressors.",19
Install or repair accessories.,19
"Disassemble and overhaul internal combustion engines, pumps, generators, transmissions, clutches, and differential units.",19
Diagnose and repair vehicle heating and cooling systems.,19
"Repair or adjust seats, doors, or windows.",19
Follow green operational practices involving conservation of water or energy or reduction of solid waste.,19
Adjust or repair computer controlled exhaust emissions devices.,19
Measure vehicle emissions to determine whether they are within acceptable limits.,19
"Maintain or repair vehicles with alternative fuel systems, including biodiesel, hybrid, or compressed natural gas vehicles.",19
Operate valve-grinding machines to grind and reset valves.,19
"Maintain, repair, and overhaul farm machinery and vehicles, such as tractors, harvesters, and irrigation systems.",19
"Dismantle defective machines for repair, using hand tools.",19
Record details of repairs made and parts used.,19
"Reassemble machines and equipment following repair, testing operation and making adjustments as necessary.",19
Clean and lubricate parts.,19
"Test and replace electrical components and wiring, using test meters, soldering equipment, and hand tools.",19
Tune or overhaul engines.,19
"Examine and listen to equipment, read inspection reports, and confer with customers to locate and diagnose malfunctions.",19
"Repair or replace defective parts, using hand tools, milling and woodworking machines, lathes, welding equipment, grinders, or saws.",19
Drive trucks to haul tools and equipment for on-site repair of large machinery.,19
"Fabricate new metal parts, using drill presses, engine lathes, and other machine tools.",19
Repair bent or torn sheet metal.,19
"Calculate bills according to record of repairs made, labor time, and parts used.",19
"Install and repair agricultural irrigation, plumbing, and sprinkler systems.",19
Repair and replace damaged or worn parts.,19
Test mechanical products and equipment after repair or assembly to ensure proper performance and compliance with manufacturers' specifications.,19
Operate and inspect machines or heavy equipment to diagnose defects.,19
"Read and understand operating manuals, blueprints, and technical drawings.",19
Dismantle and reassemble heavy equipment using hoists and hand tools.,19
Overhaul and test machines or equipment to ensure operating efficiency.,19
"Adjust, maintain, and repair or replace subassemblies, such as transmissions and crawler heads, using hand tools, jacks, and cranes.",19
"Repair, rewire, and troubleshoot electrical systems.",19
"Diagnose faults or malfunctions to determine required repairs, using engine diagnostic equipment such as computerized test equipment and calibration devices.",19
"Examine parts for damage or excessive wear, using micrometers and gauges.",19
"Weld or solder broken parts and structural members, using electric or gas welders and soldering tools.",19
"Research, order, and maintain parts inventory for services and repairs.",19
"Fit bearings to adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment.",19
"Schedule maintenance for industrial machines and equipment, and keep equipment service records.",19
"Clean, lubricate, and perform other routine maintenance work on equipment and vehicles.",19
"Assemble gear systems, and align frames and gears.",19
Clean parts by spraying them with grease solvent or immersing them in tanks of solvent.,19
"Adjust and maintain industrial machinery, using control and regulating devices.",19
Fabricate needed parts or items from sheet metal.,19
Direct workers who are assembling or disassembling equipment or cleaning parts.,19
"Repair or replace defective or worn parts such as bearings, pistons, and gears, using hand tools, torque wrenches, power tools, and welding equipment.",19
Test units for operability before and after repairs.,19
"Record conditions of cars, and repair and maintenance work performed or to be performed.",19
"Remove locomotives, car mechanical units, or other components, using pneumatic hoists and jacks, pinch bars, hand tools, and cutting torches.",19
"Inspect components such as bearings, seals, gaskets, wheels, and coupler assemblies to determine if repairs are needed.",19
Inspect the interior and exterior of rail cars coming into rail yards to identify defects and to determine the extent of wear and damage.,19
Adjust repaired or replaced units as needed to ensure proper operation.,19
"Perform scheduled maintenance, and clean units and components.",19
"Repair, fabricate, and install steel or wood fittings, using blueprints, shop sketches, and instruction manuals.",19
Repair and maintain electrical and electronic controls for propulsion and braking systems.,19
"Disassemble units such as water pumps, control valves, and compressors so that repairs can be made.",19
"Measure diameters of axle wheel seats, using micrometers, and mark dimensions on axles so that wheels can be bored to specified dimensions.",19
"Align car sides for installation of car ends and crossties, using width gauges, turnbuckles, and wrenches.",19
"Replace defective wiring and insulation, and tighten electrical connections, using hand tools.",19
Test electrical systems of cars by operating systems and using testing equipment such as ammeters.,19
"Install and repair interior flooring, fixtures, walls, plumbing, steps, and platforms.",19
"Examine car roofs for wear and damage, and repair defective sections, using roofing material, cement, nails, and waterproof paint.",19
"Paint car exteriors, interiors, and fixtures.",19
Repair car upholstery.,19
"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools.",19
"Start motors and monitor performance for signs of malfunctioning, such as smoke, excessive vibration, or misfiring.",19
Document inspection and test results and work performed or to be performed.,19
Mount motors to boats and operate boats at various speeds on waterways to conduct operational tests.,19
"Repair engine mechanical equipment, such as power tilts, bilge pumps, or power take-offs.",19
"Perform routine engine maintenance on motorboats, such as changing oil and filters.",19
"Replace parts, such as gears, magneto points, piston rings, or spark plugs, and reassemble engines.",19
Idle motors and observe thermometers to determine the effectiveness of cooling systems.,19
Inspect and repair or adjust propellers or propeller shafts.,19
"Adjust carburetor mixtures, electrical point settings, or timing while motors are running in water-filled test tanks.",19
"Set starter locks and align and repair steering or throttle controls, using gauges, screwdrivers, or wrenches.",19
"Disassemble and inspect motors to locate defective parts, using mechanic's hand tools and gauges.",19
"Adjust generators and replace faulty wiring, using hand tools and soldering irons.",19
"Repair or rework parts, using machine tools such as lathes, mills, drills, or grinders.",19
"Mount, balance, change, or check condition or pressure of tires.",19
"Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",19
"Replace defective parts, using hand tools, arbor presses, flexible power presses, or power tools.",19
"Repair or adjust motorcycle subassemblies, such as forks, transmissions, brakes, or drive chains, according to specifications.",19
"Repair or replace other parts, such as headlights, horns, handlebar controls, gasoline or oil tanks, starters, or mufflers.",19
"Dismantle engines and repair or replace defective parts, such as magnetos, carburetors, or generators.",19
"Connect test panels to engines and measure generator output, ignition timing, or other engine performance indicators.",19
"Disassemble subassembly units and examine condition, movement, or alignment of parts, visually or using gauges.",19
"Remove cylinder heads and grind valves to scrape off carbon and replace defective valves, pistons, cylinders, or rings, using hand and power tools.",19
Reassemble frames and reinstall engines after repairs.,19
Reassemble and test subassembly units.,19
Hammer out dents and bends in frames and weld tears and breaks.,19
"Repair and maintain gasoline engines used to power equipment such as portable saws, lawn mowers, generators, and compressors.",19
"Adjust points, valves, carburetors, distributors, and spark plug gaps, using feeler gauges.",19
Reassemble engines after repair or maintenance work is complete.,19
"Record repairs made, time spent, and parts used.",19
"Perform routine maintenance such as cleaning and oiling parts, honing cylinders, and tuning ignition systems.",19
"Obtain problem descriptions from customers, and prepare cost estimates for repairs.",19
"Test and inspect engines to determine malfunctions, to locate missing and broken parts, and to verify repairs, using diagnostic instruments.",19
"Repair or replace defective parts such as magnetos, water pumps, gears, pistons, and carburetors, using hand tools.",19
Sell parts and equipment.,19
Show customers how to maintain equipment.,19
"Dismantle engines, using hand tools, and examine parts for defects.",19
Replace motors.,19
"Grind, ream, rebore, and re-tap parts to obtain specified clearances, using grinders, lathes, taps, reamers, boring machines, and micrometers.",19
"Remove engines from equipment, and position and bolt engines to repair stands.",19
Install and adjust brakes and brake pads.,19
Help customers select bicycles that fit their body sizes and intended bicycle uses.,19
Align wheels.,19
Assemble new bicycles.,19
Sell bicycles and accessories.,19
"Install, repair, and replace equipment or accessories, such as handlebars, stands, lights, and seats.",19
Install new tires and tubes.,19
Install and adjust speed and gear mechanisms.,19
Clean and lubricate bicycle parts.,19
Order bicycle parts.,19
"Disassemble axles to repair, adjust, and replace defective parts, using hand tools.",19
Build wheels by cutting and threading new spokes.,19
"Shape replacement parts, using bench grinders.",19
"Paint bicycle frames, using spray guns or brushes.",19
"Repair holes in tire tubes, using scrapers and patches.",19
"Weld broken or cracked frames together, using oxyacetylene torches and welding rods.",19
Explain proper operation of vehicle systems to customers.,19
"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools.",19
"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe.",19
"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage.",19
Examine or test operation of parts or systems to ensure completeness of repairs.,19
Connect electrical systems to outside power sources and activate switches to test the operation of appliances or light fixtures.,19
Connect water hoses to inlet pipes of plumbing systems and test operation of toilets or sinks.,19
"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul.",19
"Inspect, repair, or replace brake systems.",19
Diagnose and repair furnace or air conditioning systems.,19
"Repair leaks with caulking compound or replace pipes, using pipe wrenches.",19
"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams.",19
Remove damaged exterior panels and repair and replace structural frame members.,19
"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.",19
"Reset hardware, using chisels, mallets, and screwdrivers.",19
"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes.",19
"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers.",19
"Raise vehicles, using hydraulic jacks.",19
Remount wheels onto vehicles.,19
"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools.",19
Place wheels on balancing machines to determine counterweights required to balance wheels.,19
Identify tire size and ply and inflate tires accordingly.,19
Replace valve stems and remove puncturing objects.,19
